Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
4243,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4244,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4245,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4246,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4247,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,Hemo/Oncology,No,,High
4248,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,OPD,No,,High
4249,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,Subspecialty Ward 3,No,,High
4250,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,Perioperative,No,,High
4251,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,Subspecialty Ward,No,,High
4252,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4253,AJH - Nursing - Inpatient - Medical - Pediatric Ward6-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 6,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward6,Nursing,,No,,High
4254,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4255,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4256,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4257,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4258,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4259,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,Subspecialty Ward 3,No,,High
4260,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,Subspecialty Ward 3,No,,High
4261,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,Subspecialty Ward,No,,High
4262,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,Subspecialty Ward,No,,High
4263,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,Subspecialty Ward,No,,High
4264,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4265,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4266,AJH - Nursing - Inpatient - Medical - Pediatric Ward7-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 7,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatric Ward7,Nursing,,No,,High
4267,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4268,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4269,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Assistant Nurse-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Assistant Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4270,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4271,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4272,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4273,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Vascular Access Team,No,,High
4274,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4275,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4276,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward 2,No,,High
4277,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4278,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4279,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Heart Centre,No,,High
4280,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4281,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,Subspecialty Ward,No,,High
4282,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4283,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Pediatrics Kidney Center,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Pediatrics Kidney Center,Nursing,,No,,High
4284,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,,No,,High
4285,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,,No,,High
4286,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,Paediatric Intensive Care,No,,High
4287,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,Subspecialty Ward 2,No,,High
4288,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,Paediatric Intensive Care,No,,High
4289,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,Paediatric Intensive Care,No,,High
4290,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,Post-Acute rehabilitation,No,,High
4291,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,,No,,High
4292,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,,No,,High
4293,AJH - Nursing - Inpatient - Medical - Post Acute Rehab-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Post Acute Rehab,Nursing,Internal Medicine,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Medical Unit,AJH - Nursing - Inpatient - Medical - Post Acute Rehab,Nursing,,No,,High
4294,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4295,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4296,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4297,AJH - Nursing - Inpatient - PICU - PICU-Assistant Nurse-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Assistant Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4298,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4299,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4300,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4301,AJH - Nursing - Inpatient - PICU - PICU-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4302,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4303,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4304,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4305,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4306,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4307,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4308,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4309,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,NICU,No,,High
4310,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4311,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4312,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4313,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4314,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4315,AJH - Nursing - Inpatient - PICU - PICU-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4316,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,NICU,No,,High
4317,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4318,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4319,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4320,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4321,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4322,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4323,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
